statement,connective,pattern,label,conj_a,conj_b
The city of Nagpur is in India and the city of Rizhao is in China.,and,TT,1,The city of Nagpur is in India.,The city of Rizhao is in China.
The city of Lyon is in France and the city of Wanning is in China.,and,TT,1,The city of Lyon is in France.,The city of Wanning is in China.
The city of Jiangyin is in Bulgaria or the city of Brasilia is in South Korea.,or,FF,0,The city of Jiangyin is in Bulgaria.,The city of Brasilia is in South Korea.
The city of Gold Coast is in China or the city of Fes is in Mali.,or,FF,0,The city of Gold Coast is in China.,The city of Fes is in Mali.
The city of South Tangerang is in India and the city of Seoul is in South Korea.,and,FT,0,The city of South Tangerang is in India.,The city of Seoul is in South Korea.
The city of Quzhou is in China and the city of Feira de Santana is in China.,and,TF,0,The city of Quzhou is in China.,The city of Feira de Santana is in China.
The city of Yunfu is in China and the city of Anyang is in Kuwait.,and,TF,0,The city of Yunfu is in China.,The city of Anyang is in Kuwait.
The city of Douala is in Cameroon and the city of Saratov is in Indonesia.,and,TF,0,The city of Douala is in Cameroon.,The city of Saratov is in Indonesia.
The city of Jingmen is in China or the city of Baku is in Azerbaijan.,or,TT,1,The city of Jingmen is in China.,The city of Baku is in Azerbaijan.
The city of Khabarovsk is in Russia and the city of Oyo is in China.,and,TF,0,The city of Khabarovsk is in Russia.,The city of Oyo is in China.
The city of Quetta is in Pakistan or the city of Kirkuk is in Iraq.,or,TT,1,The city of Quetta is in Pakistan.,The city of Kirkuk is in Iraq.
The city of Banjarmasin is in Indonesia and the city of Tonghua is in Venezuela.,and,TF,0,The city of Banjarmasin is in Indonesia.,The city of Tonghua is in Venezuela.
The city of Changchun is in China or the city of Fort Worth is in the United States.,or,TT,1,The city of Changchun is in China.,The city of Fort Worth is in the United States.
The city of Kathmandu is in China or the city of Ebute Ikorodu is in Nigeria.,or,FT,1,The city of Kathmandu is in China.,The city of Ebute Ikorodu is in Nigeria.
The city of Putian is in China and the city of Durban is in Ukraine.,and,TF,0,The city of Putian is in China.,The city of Durban is in Ukraine.
The city of Guarulhos is in China or the city of Vijayawada is in India.,or,FT,1,The city of Guarulhos is in China.,The city of Vijayawada is in India.
The city of Lyon is in France or the city of Kigali is in Indonesia.,or,TF,1,The city of Lyon is in France.,The city of Kigali is in Indonesia.
The city of Dushanbe is in Nigeria or the city of Muzaffarabad is in China.,or,FF,0,The city of Dushanbe is in Nigeria.,The city of Muzaffarabad is in China.
The city of Campos dos Goytacazes is in Brazil and the city of Lipetsk is in Russia.,and,TT,1,The city of Campos dos Goytacazes is in Brazil.,The city of Lipetsk is in Russia.
The city of Sambhaji Nagar is in China or the city of Nanchong is in China.,or,FT,1,The city of Sambhaji Nagar is in China.,The city of Nanchong is in China.
The city of Ashgabat is in Bangladesh and the city of Soweto is in South Africa.,and,FT,0,The city of Ashgabat is in Bangladesh.,The city of Soweto is in South Africa.
The city of Hamadan is in Iran and the city of Kharkiv is in Moldova.,and,TF,0,The city of Hamadan is in Iran.,The city of Kharkiv is in Moldova.
The city of Kota Kinabalu is in Malaysia or the city of Nyala is in Sudan.,or,TT,1,The city of Kota Kinabalu is in Malaysia.,The city of Nyala is in Sudan.
The city of Batam is in Turkey and the city of Isfahan is in China.,and,FF,0,The city of Batam is in Turkey.,The city of Isfahan is in China.
The city of Jaipur is in China and the city of Petaling Jaya is in Bosnia and Herzegovina.,and,FF,0,The city of Jaipur is in China.,The city of Petaling Jaya is in Bosnia and Herzegovina.
The city of Quito is in Ecuador or the city of Meknes is in Morocco.,or,TT,1,The city of Quito is in Ecuador.,The city of Meknes is in Morocco.
The city of Sanaa is in China or the city of Huaibei is in China.,or,FT,1,The city of Sanaa is in China.,The city of Huaibei is in China.
The city of Chisinau is in Moldova or the city of Siping is in Iraq.,or,TF,1,The city of Chisinau is in Moldova.,The city of Siping is in Iraq.
The city of Tonghua is in Venezuela or the city of Jamshedpur is in India.,or,FT,1,The city of Tonghua is in Venezuela.,The city of Jamshedpur is in India.
The city of Tlaquepaque is in Mexico or the city of Urumqi is in China.,or,TT,1,The city of Tlaquepaque is in Mexico.,The city of Urumqi is in China.
The city of Detroit is in the United States or the city of Kimhae is in South Korea.,or,TT,1,The city of Detroit is in the United States.,The city of Kimhae is in South Korea.
The city of Beijing is in China or the city of Kagoshima is in India.,or,TF,1,The city of Beijing is in China.,The city of Kagoshima is in India.
The city of Kanayannur is in Saudi Arabia or the city of Quzhou is in Vietnam.,or,FF,0,The city of Kanayannur is in Saudi Arabia.,The city of Quzhou is in Vietnam.
The city of Seattle is in the United States or the city of Rourkela is in Brazil.,or,TF,1,The city of Seattle is in the United States.,The city of Rourkela is in Brazil.
The city of Belo Horizonte is in Brazil or the city of Zaporizhzhya is in Ukraine.,or,TT,1,The city of Belo Horizonte is in Brazil.,The city of Zaporizhzhya is in Ukraine.
The city of Kallakurichi is in Iraq and the city of Suizhou is in Japan.,and,FF,0,The city of Kallakurichi is in Iraq.,The city of Suizhou is in Japan.
The city of Kolhapur is in India and the city of Leipzig is in Russia.,and,TF,0,The city of Kolhapur is in India.,The city of Leipzig is in Russia.
The city of Bareilly is in India and the city of Laibin is in Ethiopia.,and,TF,0,The city of Bareilly is in India.,The city of Laibin is in Ethiopia.
The city of Ciudad Juarez is in Mexico and the city of Jieyang is in China.,and,TT,1,The city of Ciudad Juarez is in Mexico.,The city of Jieyang is in China.
The city of New Kingston is in South Africa and the city of Qinhuangdao is in Eritrea.,and,FF,0,The city of New Kingston is in South Africa.,The city of Qinhuangdao is in Eritrea.
The city of Antananarivo is in Madagascar or the city of Lviv is in Ukraine.,or,TT,1,The city of Antananarivo is in Madagascar.,The city of Lviv is in Ukraine.
The city of Jingmen is in Japan and the city of Kumasi is in India.,and,FF,0,The city of Jingmen is in Japan.,The city of Kumasi is in India.
The city of Nanjing is in China and the city of Zarqa is in India.,and,TF,0,The city of Nanjing is in China.,The city of Zarqa is in India.
The city of Kanayannur is in India and the city of Matsuyama is in Japan.,and,TT,1,The city of Kanayannur is in India.,The city of Matsuyama is in Japan.
The city of Kalyan is in India or the city of Hebi is in Nigeria.,or,TF,1,The city of Kalyan is in India.,The city of Hebi is in Nigeria.
The city of Marseille is in Russia and the city of Karbala is in Iraq.,and,FT,0,The city of Marseille is in Russia.,The city of Karbala is in Iraq.
The city of Lusaka is in Poland and the city of Culiacan is in China.,and,FF,0,The city of Lusaka is in Poland.,The city of Culiacan is in China.
The city of Anyang-si is in South Korea or the city of Jiamusi is in Germany.,or,TF,1,The city of Anyang-si is in South Korea.,The city of Jiamusi is in Germany.
The city of Shenzhen is in China and the city of Bamako is in India.,and,TF,0,The city of Shenzhen is in China.,The city of Bamako is in India.
The city of Haiphong is in Vietnam and the city of Abu Ghurayb is in Iraq.,and,TT,1,The city of Haiphong is in Vietnam.,The city of Abu Ghurayb is in Iraq.
The city of Namangan is in India or the city of Narela is in India.,or,FT,1,The city of Namangan is in India.,The city of Narela is in India.
The city of Kagoshima is in Japan and the city of Madinat an Nasr is in India.,and,TF,0,The city of Kagoshima is in Japan.,The city of Madinat an Nasr is in India.
The city of Harare is in Zimbabwe or the city of Lome is in Togo.,or,TT,1,The city of Harare is in Zimbabwe.,The city of Lome is in Togo.
The city of Kota Kinabalu is in the United States or the city of Enugu is in South Korea.,or,FF,0,The city of Kota Kinabalu is in the United States.,The city of Enugu is in South Korea.
The city of Quito is in China or the city of Solapur is in the United States.,or,FF,0,The city of Quito is in China.,The city of Solapur is in the United States.
The city of Yongzhou is in China or the city of Najafgarh is in Brazil.,or,TF,1,The city of Yongzhou is in China.,The city of Najafgarh is in Brazil.
The city of Fort Worth is in the United States and the city of Rizhao is in Iraq.,and,TF,0,The city of Fort Worth is in the United States.,The city of Rizhao is in Iraq.
The city of Niigata is in Japan and the city of Kyoto is in China.,and,TF,0,The city of Niigata is in Japan.,The city of Kyoto is in China.
The city of Zaozhuang is in China and the city of Paranaque City is in India.,and,TF,0,The city of Zaozhuang is in China.,The city of Paranaque City is in India.
The city of Jaboatao dos Guararapes is in Myanmar and the city of Zhaoqing is in Brazil.,and,FF,0,The city of Jaboatao dos Guararapes is in Myanmar.,The city of Zhaoqing is in Brazil.
The city of Rizhao is in Iraq or the city of Dhanbad is in Kenya.,or,FF,0,The city of Rizhao is in Iraq.,The city of Dhanbad is in Kenya.
The city of Qionghai is in China or the city of Lu'an is in Turkey.,or,TF,1,The city of Qionghai is in China.,The city of Lu'an is in Turkey.
The city of Bengaluru is in China or the city of Faisalabad is in India.,or,FF,0,The city of Bengaluru is in China.,The city of Faisalabad is in India.
The city of Tangier is in Morocco and the city of Multan is in Pakistan.,and,TT,1,The city of Tangier is in Morocco.,The city of Multan is in Pakistan.
The city of Neijiang is in China or the city of Kawaguchi is in Japan.,or,TT,1,The city of Neijiang is in China.,The city of Kawaguchi is in Japan.
The city of Bobo-Dioulasso is in Burkina Faso and the city of Tangerang is in Indonesia.,and,TT,1,The city of Bobo-Dioulasso is in Burkina Faso.,The city of Tangerang is in Indonesia.
The city of Kisangani is in China or the city of Oslo is in Norway.,or,FT,1,The city of Kisangani is in China.,The city of Oslo is in Norway.
The city of Lahore is in Pakistan or the city of Jeddah is in Saudi Arabia.,or,TT,1,The city of Lahore is in Pakistan.,The city of Jeddah is in Saudi Arabia.
The city of Rourkela is in Brazil or the city of Rostov-na-Donu is in the United Arab Emirates.,or,FF,0,The city of Rourkela is in Brazil.,The city of Rostov-na-Donu is in the United Arab Emirates.
The city of Shantou is in Pakistan and the city of Tianjin is in China.,and,FT,0,The city of Shantou is in Pakistan.,The city of Tianjin is in China.
The city of Liuzhou is in Russia and the city of Cuiaba is in Latvia.,and,FF,0,The city of Liuzhou is in Russia.,The city of Cuiaba is in Latvia.
The city of Krasnodar is in Russia and the city of Chaozhou is in China.,and,TT,1,The city of Krasnodar is in Russia.,The city of Chaozhou is in China.
The city of Sokoto is in Nigeria and the city of Tolyatti is in Ghana.,and,TF,0,The city of Sokoto is in Nigeria.,The city of Tolyatti is in Ghana.
The city of Heze is in Yemen and the city of Hamadan is in Pakistan.,and,FF,0,The city of Heze is in Yemen.,The city of Hamadan is in Pakistan.
The city of Navi Mumbai is in China and the city of Makati City is in the Philippines.,and,FT,0,The city of Navi Mumbai is in China.,The city of Makati City is in the Philippines.
The city of Makhachkala is in Indonesia and the city of South Tangerang is in Indonesia.,and,FT,0,The city of Makhachkala is in Indonesia.,The city of South Tangerang is in Indonesia.
The city of Caracas is in Sudan and the city of Bhopal is in Russia.,and,FF,0,The city of Caracas is in Sudan.,The city of Bhopal is in Russia.
The city of Uberlandia is in India and the city of Malang is in Morocco.,and,FF,0,The city of Uberlandia is in India.,The city of Malang is in Morocco.
The city of Mosul is in China or the city of Sendai is in Japan.,or,FT,1,The city of Mosul is in China.,The city of Sendai is in Japan.
The city of Guwahati is in China or the city of Zhabei is in China.,or,FT,1,The city of Guwahati is in China.,The city of Zhabei is in China.
The city of Muzaffarabad is in China and the city of Meknes is in Morocco.,and,FT,0,The city of Muzaffarabad is in China.,The city of Meknes is in Morocco.
The city of Asyut is in Egypt or the city of Kota Kinabalu is in Malaysia.,or,TT,1,The city of Asyut is in Egypt.,The city of Kota Kinabalu is in Malaysia.
The city of Ajmer is in India or the city of Nanded is in China.,or,TF,1,The city of Ajmer is in India.,The city of Nanded is in China.
The city of Ar Raqqah is in Iraq and the city of Guangyuan is in Mexico.,and,FF,0,The city of Ar Raqqah is in Iraq.,The city of Guangyuan is in Mexico.
The city of Bilimora is in Uzbekistan and the city of Niamey is in China.,and,FF,0,The city of Bilimora is in Uzbekistan.,The city of Niamey is in China.
The city of Faisalabad is in India or the city of Kozhikode is in the United States.,or,FF,0,The city of Faisalabad is in India.,The city of Kozhikode is in the United States.
The city of Yangquan is in Hungary or the city of Changde is in China.,or,FT,1,The city of Yangquan is in Hungary.,The city of Changde is in China.
